journey_id,group,path,owner,dependencies,surfaces,assessment_status,closure_status,execution_state,baseline_sha
J027,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J027.md,"[Workforce, DSH]","[FOUNDATION-00, J026]","[control-panel, app-partner, app-captain]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J028,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J028.md,"[DSH, WLT]","[FOUNDATION-00, J027]","[control-panel, app-partner, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J029,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J029.md,DSH,"[FOUNDATION-00, J028]","[control-panel, app-partner, app-field, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J030,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J030.md,DSH,"[FOUNDATION-00, J029]","[control-panel, app-partner, app-field, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J031,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J031.md,"[Media, DSH]","[FOUNDATION-00, J030]","[control-panel, app-partner, app-field, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J032,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J032.md,DSH,"[FOUNDATION-00, J031]","[app-partner, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J033,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J033.md,DSH,"[FOUNDATION-00, J032]","[control-panel, app-partner, app-field]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J034,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J034.md,DSH,"[FOUNDATION-00, J033]","[app-partner, app-field, control-panel, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J035,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J035.md,DSH,"[FOUNDATION-00, J034]","[app-partner, app-field, control-panel, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J036,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J036.md,DSH,"[FOUNDATION-00, J035]","[app-partner, control-panel, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J037,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J037.md,"[DSH, Media]","[FOUNDATION-00, J036]","[app-partner, control-panel, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J038,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J038.md,"[DSH, Platform Control]","[FOUNDATION-00, J037]","[control-panel, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J039,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J039.md,"[DSH, WLT]","[FOUNDATION-00, J038]","[control-panel, app-partner, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J040,02-partner-store-catalog-marketing,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/02-partner-store-catalog-marketing/J040.md,"[DSH, WLT]","[FOUNDATION-00, J039]","[control-panel, app-client, app-partner]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J041,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J041.md,"[DSH, Identity]","[FOUNDATION-00, J040]","[app-client, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J042,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J042.md,"[DSH, Providers]","[FOUNDATION-00, J041]","[app-client, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J043,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J043.md,"[Providers, DSH]","[FOUNDATION-00, J042]","[app-client, app-field, app-captain, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J044,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J044.md,DSH,"[FOUNDATION-00, J043]","[app-client, control-panel, app-partner]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J045,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J045.md,DSH,"[FOUNDATION-00, J044]","[app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J046,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J046.md,"[DSH, Providers]","[FOUNDATION-00, J045]","[app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J047,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J047.md,DSH,"[FOUNDATION-00, J046]","[app-client, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J048,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J048.md,DSH,"[FOUNDATION-00, J047]","[app-client, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J049,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J049.md,"[DSH, WLT]","[FOUNDATION-00, J048]","[app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J050,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J050.md,DSH,"[FOUNDATION-00, J049]","[app-client, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J051,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J051.md,DSH,"[FOUNDATION-00, J050]","[app-client, app-partner, app-captain, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J052,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J052.md,"[DSH, WLT]","[FOUNDATION-00, J051, J079]","[app-client, control-panel, app-partner]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J053,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J053.md,DSH,"[FOUNDATION-00, J052]","[app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J054,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J054.md,DSH,"[FOUNDATION-00, J053]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J055,03-customer-cart-checkout-order,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/03-customer-cart-checkout-order/J055.md,"[DSH, Platform Control]","[FOUNDATION-00, J054]","[control-panel, app-client, app-partner, app-captain, app-field]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J056,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J056.md,"[DSH, Notifications]","[FOUNDATION-00, J055]","[app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J057,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J057.md,DSH,"[FOUNDATION-00, J056]","[app-partner, app-client, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J058,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J058.md,"[DSH, WLT]","[FOUNDATION-00, J057]","[app-partner, app-client, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J059,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J059.md,"[DSH, Media, WLT]","[FOUNDATION-00, J058]","[app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J060,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J060.md,DSH,"[FOUNDATION-00, J059]","[app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J061,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J061.md,"[DSH, Workforce, WLT]","[FOUNDATION-00, J060]","[app-captain, control-panel, app-partner]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J062,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J062.md,DSH,"[FOUNDATION-00, J061]","[app-captain, control-panel, app-partner]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J063,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J063.md,DSH,"[FOUNDATION-00, J062]","[control-panel, app-captain, app-client, app-partner]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J064,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J064.md,"[DSH, Providers]","[FOUNDATION-00, J063]","[app-captain, app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J065,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J065.md,DSH,"[FOUNDATION-00, J064]","[app-partner, app-captain, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J066,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J066.md,DSH,"[FOUNDATION-00, J065]","[app-captain, app-client, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J067,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J067.md,"[DSH, WLT]","[FOUNDATION-00, J066]","[app-captain, app-client, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J068,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J068.md,"[Media, DSH]","[FOUNDATION-00, J067]","[app-captain, control-panel, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J069,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J069.md,DSH,"[FOUNDATION-00, J068]","[app-captain, app-client, app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J070,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J070.md,"[DSH, WLT]","[FOUNDATION-00, J069]","[control-panel, app-captain, app-partner, app-client]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J071,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J071.md,"[DSH, WLT]","[FOUNDATION-00, J070]","[app-client, app-partner, app-captain, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J072,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J072.md,"[DSH, WLT, Media]","[FOUNDATION-00, J071]","[app-client, app-partner, app-captain, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J073,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J073.md,"[DSH Support, Notifications, Media]","[FOUNDATION-00, J072]","[app-client, app-captain, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J074,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J074.md,"[DSH Support, WLT]","[FOUNDATION-00, J073]","[app-partner, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J075,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J075.md,"[DSH Coordination, AFFECTED_DOMAIN]","[FOUNDATION-00, J074]","[control-panel, app-field, app-partner, app-captain]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J076,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J076.md,Notifications,"[FOUNDATION-00, J075]","[app-client, app-partner, app-captain, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J077,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J077.md,DSH,"[FOUNDATION-00, J076]","[app-client, app-partner, app-field, control-panel]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
J078,04-fulfillment-delivery-support,governance/operational_journey_protocol_package/smsm-dsh-wlt-journeys/04-fulfillment-delivery-support/J078.md,DSH Analytics Projections,"[FOUNDATION-00, J077]","[control-panel, app-partner]",NOT_ASSESSED,OPEN,BLOCKED_BY_FOUNDATION,f97dcbc3ecfbc19a130c4dbafef6cb7def9c3eb8
