"master_id","slice_id","slice_order","service","section","surface","consumer_surfaces","app","actor","capability","journey_id","page_id","screen_id","logic_id","source_matrix","source_record_ids","source_path","target_path","route_path","target_anchor","fragment_id","layer","artifact_type","operation","domain_rule","api_contract","db_objects","auth_rule","wlt_boundary","wlt_dependency","idempotency_required","state_transitions","error_cases","negative_cases","performance_rule","observability_rule","ui_kit_compliance","visual_reference","evidence_required","decision","status","blocker_code","next_action","acceptance_gate","verification_command","risk","rollback","duplicate_key","notes","execution_domain","source_file","source_row_id","owner_domain","business_domain_rules","db_state_lifecycle","audit_event_contract","notification_triggers","integration_dependencies","i18n_rtl_rules","store_build_target","security_privacy_classification","test_contract","runtime_evidence_contract","feature_flag_provider_control","data_migration_seed_contract","acceptance_criteria","verification_gate"
"MASTER-0101","DSH-WLT-001","007","core","none","shared","","","core","identity-access","","","","","extraction_matrix","EXT-0101","SPEC:DSH-WLT-001:evidence","tools/registry/runs/DSH-WLT-001-<SESSION>","owned by WLT contract in named slice","","fragment:EXT-0101","evidence","planned-evidence","verify","implement only inside DSH-WLT-001 after its entry gate","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","payment-session-required","payment-session-required","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-WLT-001 evidence session","REWRITE_FROM_SPEC","BLOCKED_NEEDS_WLT","MISSING_WLT_BOUNDARY","Keep inventory-only until preceding slices close","proof path and verification command defined","pnpm run foundation:gate -- -Zip","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-WLT-001|core|none|shared|identity-access|evidence|planned-evidence|tools/registry/runs/DSH-WLT-001-<SESSION>|verify","","backend","extraction_matrix","EXT-0101","core","N/A_READ_ONLY:platform-ref","N/A_READ_ONLY:not-applicable","BLOCKED_NEEDS_WLT:audit-event-contract-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"not-applicable","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0102","DSH-WLT-001","007","dsh","none","shared","","","dsh","payment-integration","","","","","extraction_matrix","EXT-0102","SPEC:DSH-WLT-001:visual-reference","DONOR_VISUAL_REFERENCE:DSH-WLT-001","owned by WLT contract in named slice","","fragment:EXT-0102","visual-reference","planned-visual-reference","reference","implement only inside DSH-WLT-001 after its entry gate","owned by WLT contract in named slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","payment-session-required","payment-session-required","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-WLT-001 evidence session","REWRITE_FROM_SPEC","BLOCKED_NEEDS_EVIDENCE","MISSING_VISUAL_EVIDENCE","Keep inventory-only until preceding slices close","donor reference and target evidence plan mapped","manual review required","unclear dsh/wlt ownership","keep donor as reference only","DSH-WLT-001|dsh|none|shared|payment-integration|visual-reference|planned-visual-reference|DONOR_VISUAL_REFERENCE:DSH-WLT-001|reference","","backend","extraction_matrix","EXT-0102","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","BLOCKED_NEEDS_WLT:audit-event-contract-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"not-applicable","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0103","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0103","SPEC:DSH-005:governance","services/dsh/service.manifest.ts","NEW_REQUIRED in named service slice","","fragment:EXT-0103","governance","service-manifest","document","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","BLOCKED_NEEDS_API_CONTRACT:error-cases-spec-pending","BLOCKED_NEEDS_API_CONTRACT:negative-cases-spec-pending","BLOCKED_NEEDS_API_CONTRACT:performance-rule-spec-pending","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","governance document reviewed and linked","manual review required","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|governance|service-manifest|services/dsh/service.manifest.ts|document","","governance","extraction_matrix","EXT-0103","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0104","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0104","SPEC:DSH-005:domain","services/dsh/domain/order-tracking/order-tracking.types.ts","NEW_REQUIRED in named service slice","","fragment:EXT-0104","domain","planned-domain","model","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","domain rules complete and negative cases defined","manual review required","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|domain|planned-domain|services/dsh/domain/order-tracking/order-tracking.types.ts|model","","backend","extraction_matrix","EXT-0104","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0105","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0105","SPEC:DSH-005:contract","services/dsh/contracts/dsh.openapi.yaml","NEW_REQUIRED in named service slice","contract:DSH-005","fragment:EXT-0105","contract","planned-contract","define","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","OpenAPI path/schema reviewed and generated client plan exists","pnpm exec spectral lint services/dsh/contracts/dsh.openapi.yaml","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|contract|planned-contract|services/dsh/contracts/dsh.openapi.yaml|define","","backend","extraction_matrix","EXT-0105","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0106","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0106","SPEC:DSH-005:database","services/dsh/database/migrations/dsh-005_order_tracking.sql","NEW_REQUIRED in named service slice","","fragment:EXT-0106","database","planned-database","migrate","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","table/read-model/index/idempotency plan defined","manual review required","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|database|planned-database|services/dsh/database/migrations/dsh-005_order_tracking.sql|migrate","","infra","extraction_matrix","EXT-0106","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","BLOCKED_NEEDS_DB_SHAPE:db-state-lifecycle-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0107","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0107","SPEC:DSH-005:backend","services/dsh/backend/order-tracking","NEW_REQUIRED in named service slice","","fragment:EXT-0107","backend","planned-backend","handle","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","service-owned schema required","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","BLOCKED_NEEDS_API_CONTRACT:error-cases-spec-pending","BLOCKED_NEEDS_API_CONTRACT:negative-cases-spec-pending","BLOCKED_NEEDS_API_CONTRACT:performance-rule-spec-pending","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","handler/service/repository/test path mapped","go test ./...","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|backend|planned-backend|services/dsh/backend/order-tracking|handle","","backend","extraction_matrix","EXT-0107","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","BLOCKED_NEEDS_DB_SHAPE:db-state-lifecycle-pending","BLOCKED_NEEDS_API_CONTRACT:audit-event-contract-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0108","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0108","SPEC:DSH-005:client","services/dsh/clients/generated/order-tracking","NEW_REQUIRED in named service slice","","fragment:EXT-0108","client","planned-client","bind","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","typed client binding path mapped","pnpm exec openapi-typescript services/dsh/contracts/dsh.openapi.yaml --output services/dsh/clients/types.ts","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|client|planned-client|services/dsh/clients/generated/order-tracking|bind","","backend","extraction_matrix","EXT-0108","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0109","DSH-005","008","dsh","none","shared","app-client|app-partner|app-captain|app-field|control-panel","","dsh","order-tracking","","","","","extraction_matrix","EXT-0109","SPEC:DSH-005:frontend-shared","services/dsh/frontend/shared/order-tracking","NEW_REQUIRED in named service slice","","fragment:EXT-0109","frontend-shared","planned-frontend-shared","render","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","public @bthwani/ui-kit exports only","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","shared adapter/hook/state path mapped","manual review required","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|shared|order-tracking|frontend-shared|planned-frontend-shared|services/dsh/frontend/shared/order-tracking|render","","frontend","extraction_matrix","EXT-0109","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"not-applicable","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0110","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0110","SPEC:DSH-005:screen","services/dsh/frontend/app-client/order-tracking/OrderTrackingScreen.tsx","NEW_REQUIRED in named service slice","component:OrderTrackingScreen","fragment:EXT-0110","screen","planned-screen","render","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","public @bthwani/ui-kit exports only","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","screen path/route/states/visual reference mapped","pnpm --dir apps/app-client typecheck","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|screen|planned-screen|services/dsh/frontend/app-client/order-tracking/OrderTrackingScreen.tsx|render","","mobile","extraction_matrix","EXT-0110","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0111","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0111","SPEC:DSH-005:route","services/dsh/frontend/app-client/order-tracking/OrderTrackingRoute.tsx","NEW_REQUIRED in named service slice","","fragment:EXT-0111","route","planned-route","route","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","BLOCKED_NEEDS_API_CONTRACT:error-cases-spec-pending","BLOCKED_NEEDS_API_CONTRACT:negative-cases-spec-pending","BLOCKED_NEEDS_API_CONTRACT:performance-rule-spec-pending","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","public @bthwani/ui-kit exports only","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","route path/guard/auth rule mapped","manual review required","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|route|planned-route|services/dsh/frontend/app-client/order-tracking/OrderTrackingRoute.tsx|route","","backend","extraction_matrix","EXT-0111","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0112","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0112","SPEC:DSH-005:app-mount","apps/app-client","NEW_REQUIRED in named service slice","","fragment:EXT-0112","app-mount","planned-app-mount","mount","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","app shell mount point declared","manual review required","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|app-mount|planned-app-mount|apps/app-client|mount","","backend","extraction_matrix","EXT-0112","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0113","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0113","SPEC:DSH-005:docker","infra/docker/profiles/dsh","NEW_REQUIRED in named service slice","","fragment:EXT-0113","docker","planned-docker","deploy","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","local runtime dependency declared","manual review required","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|docker|planned-docker|infra/docker/profiles/dsh|deploy","","backend","extraction_matrix","EXT-0113","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0114","DSH-005","008","dsh","none","app-client","","apps/app-client","dsh","order-tracking","","","","","extraction_matrix","EXT-0114","SPEC:DSH-005:guard","services/dsh/guards/dsh-005","NEW_REQUIRED in named service slice","","fragment:EXT-0114","guard","planned-guard","validate","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","automated validation command defined","pnpm run foundation:gate -- -Zip","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|dsh|none|app-client|order-tracking|guard|planned-guard|services/dsh/guards/dsh-005|validate","","backend","extraction_matrix","EXT-0114","dsh","BLOCKED_NEEDS_DOMAIN_MODEL:dsh-domain-rules-pending","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
"MASTER-0115","DSH-005","008","core","none","app-client","","apps/app-client","core","identity-access","","","","","extraction_matrix","EXT-0115","SPEC:DSH-005:evidence","tools/registry/runs/DSH-005-<SESSION>","NEW_REQUIRED in named service slice","","fragment:EXT-0115","evidence","planned-evidence","verify","implement only inside DSH-005 after its entry gate","NEW_REQUIRED in named service slice","declared by slice when applicable","actor, role, tenant, assignment, and object scope from core identity","none","none","TBD_CONFIG_REQUIRED:financial-idempotency-key-design-needed","BLOCKED_NEEDS_WLT:financial-state-machine-pending","","","","BLOCKED_NEEDS_WLT:financial-observability-spec-pending","not applicable","","required in DSH-005 evidence session","REWRITE_FROM_SPEC","INVENTORY_ONLY","NONE","Keep inventory-only until preceding slices close","proof path and verification command defined","pnpm run foundation:gate -- -Zip","premature implementation before contract and ownership approval","remove unapproved slice artifacts and retain inventory row","DSH-005|core|none|app-client|identity-access|evidence|planned-evidence|tools/registry/runs/DSH-005-<SESSION>|verify","","backend","extraction_matrix","EXT-0115","core","N/A_READ_ONLY:platform-ref","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable","N/A_READ_ONLY:not-applicable",,"expo-dev-client; store-submission reserved until PRE_STORE_READINESS_GATE","BLOCKED_NEEDS_EVIDENCE:security-classification-pending","BLOCKED_NEEDS_EVIDENCE:test-contract-pending","BLOCKED_NEEDS_EVIDENCE:runtime-evidence-contract-pending","TBD_CONFIG_REQUIRED:feature-flag-provider-not-decided","N/A_READ_ONLY:no-data-migration-in-this-row","BLOCKED_NEEDS_EVIDENCE:acceptance-criteria-pending","BLOCKED_NEEDS_EVIDENCE:verification-gate-pending"
